Species,BGC,MoistureRegime,NutrientRegime,si50,numbersites
Pl,ICHvc,3,B,25.08,1
Pl,ICHvc,4,C,21.8,2
Pl,ICHwk1,2,B,22.49,1
Pl,ICHwk1,3,C,20.46,1
Pl,ICHwk2,2,B,21.92,1
Pl,ICHwk2,2,C,22.33,1
Pl,ICHwk2,3,B,18.12,1
Pl,ICHwk2,4,B,22.2333333333333,3
Pl,ICHwk2,4,D,22.82,1
Pl,ICHwk3,1,B,17.48,1
Pl,ICHwk3,2,C,22.9,1
Pl,ICHwk3,4,C,22.77,1
Pl,ICHwk4,2,B,22.9033333333333,3
Pl,ICHwk4,4,D,23.33,1
Pl,ICHxw,3,C,25.24,1
Pl,ICHxw,4,C,24.16,1
Pl,IDFdk1,1,B,14.89,2
Pl,IDFdk1,1,C,19.025,2
Pl,IDFdk1,2,B,13.5233333333333,3
Pl,IDFdk1,5,C,21.43,2
Pl,IDFdk1,5,D,19.8,2
Pl,IDFdk1,6,D,21,1
Pl,IDFdk2,2,B,14.59,1
Pl,IDFdk2,3,A,13.41,1
Pl,IDFdk2,4,B,19.555,2
Pl,IDFdk2,4,D,21.36,1
Pl,IDFdk2,4+,B,18.33,1
Pl,IDFdk2,5,B,16.66,1
Pl,IDFdk2,5,C,19.7,1
Pl,IDFdk2,5,D,18.22,1
Pl,IDFdk3,1,C,15.205,2
Pl,IDFdk3,3,B,19.34,1
Pl,IDFdk3,4,D,21.12,1
Pl,IDFdk3,5,D,22.57,1
Pl,IDFdk4,1,B,10.8,1
Pl,IDFdk4,3,A,12.21,1
Pl,IDFdk4,3,C,13.15,3
Pl,IDFdk4,5,C,14.17,1
Pl,IDFdk4,5,D,11.555,2
Pl,IDFdk5,2-3,D,12.71,1
Pl,IDFdk5,3,A,19.0225,4
Pl,IDFdk5,3,B,15.285,4
Pl,IDFdk5,3,C+,13.44,1
Pl,IDFdk5,5,C,21.0675,4
Pl,IDFdk5,5-4,C,19.97,2
Pl,IDFdm1,2,B,21.41,1
Pl,IDFdm1,3,B,20.29,1
Pl,IDFdm1,3,D,21.1,1
Pl,IDFdm1,3,,21,2
Pl,IDFdm1,4,C,23.11,1
Pl,IDFdm1,4,D,21.53,1
Pl,IDFdm2,2,D,19.87,1
Pl,IDFdm2,3,B,22.9933333333333,3
Pl,IDFdm2,3,C,20.57,3
Pl,IDFdm2,3,D,17.77,1
Pl,IDFdm2,4,C,20.52,4
Pl,IDFmw1,2,C,10.74,1
Pl,IDFmw1,4,D,21.21,1
Pl,IDFxm,3,B,13.96,2
Pl,IDFxm,3,C,16.96,1
Pl,MSdc1,4,D,23.65,1
Pl,MSdc2,3,B,11.26,1
Pl,MSdc2,3,C,15.39,4
Pl,MSdc2,3,D,11.99,1
Pl,MSdc2,4,C,14.11,2
Pl,MSdc2,4,D,15.35,2
Pl,MSdc2,5,C,10.83,1
Pl,MSdc2,5,D,19.45,2
Pl,MSdk,2,D,15.63,2
Pl,MSdk,3,D,15.975,4
Pl,MSdk,3,,17.12,2
Pl,MSdk,4,D,15.035,2
Pl,MSdm1,1,B,12.62,3
Pl,MSdm1,2,B,14.4966666666667,3
Pl,MSdm1,4,B,14.625,2
Pl,MSdm1,4,D,19.87,1
Pl,MSdm1,5,B,20.89,1
Pl,MSdm1,6,C,17.165,4
Pl,MSdm1,6,D,18.65,1
Pl,MSdm2,1,B,12.67,1
Pl,MSdm2,2,C,19.13,1
Pl,MSdm2,3,D,13.97,1
Pl,MSdm2,4,B,17.83,4
Pl,MSdm2,4,D,18.1366666666667,3
Pl,MSdm2,4-,B,15.53,1
Pl,MSdm2,5,B,20.71,1
Pl,MSdm2,5,E,27.36,1
Pl,MSdm2,5+,E,20.48,1
Pl,MSdm2,6,C,16.54,1
Pl,MSdm2,6,D,23.43,1
Pl,MSdv,2,B,12.81,1
Pl,MSdv,3,C,16.98,2
Pl,MSdv,4,C,15.295,4
Pl,MSdv,5,B,11.32,1
Pl,MSdv,5,D,16.03,1
Pl,MSdw,2,B,25.32,1
Pl,MSdw,2,C,21.17,4
Pl,MSdw,2,D,17.4466666666667,3
Pl,MSdw,3,B,20.615,2
Pl,MSmw1,1,B,13.19,1
Pl,MSmw1,2,B,17.2266666666667,3
Pl,MSmw1,3,B,17.66,1
Pl,MSmw1,3,C,20.8133333333333,3
Pl,MSmw1,4,C,19.4166666666667,3
Pl,MSmw1,5,C,23.86,1
Pl,MSmw1,5,D,21.435,2
Pl,MSxk1,1,A,10.37,1
Pl,MSxk1,1,B,12.52,2
Pl,MSxk1,3+,B,18.54,1
Pl,MSxk1,5,B,19.75,4
Pl,MSxk1,5,C,17.4975,4
Pl,MSxk1,5+,B,12.95,1
Pl,MSxk2,0,B,10.57,1
Pl,MSxk2,2,B,11.52,2
Pl,MSxk2,4,C,15.4966666666667,3
Pl,MSxk2,4+,B,18.43,1
Pl,MSxk2,4+,C,16.21,1
Pl,MSxk2,5,C,26.3133333333333,3
Pl,MSxk3,4,C,16.51,1
Pl,MSxv,1,B,15.065,2
Pl,MSxv,1,C,15.635,2
Pl,MSxv,2,B,12.7933333333333,3
Pl,MSxv,4,B,14.14,4
Pl,MSxv,5,B,15.3366666666667,3
Pl,MSxv,5,D,19.0666666666667,3
Pl,MSxv,6,C,15.855,2
Pl,SBPSdc,1,B,11.1433333333333,3
Pl,SBPSdc,1,C,14.72,1
Pl,SBPSdc,2,B,18.1933333333333,3
Pl,SBPSdc,2,C,15.64,3
Pl,SBPSdc,3,B,14.6475,4
Pl,SBPSdc,3,C,20.23,1
Pl,SBPSdc,4,B,20.81,1
Pl,SBPSdc,5,D,20.39,1
Pl,SBPSdc,7,D,14.16,1
Pl,SBPSmc,1,A,10.145,2
Pl,SBPSmc,3,B,20.51,1
Pl,SBPSmc,3,C,21.245,2
Pl,SBPSmc,4,B,18.79,1
Pl,SBPSmc,4,C,16.03,3
Pl,SBPSmc,5,D,15.35,3
Pl,SBPSmc,5,E,14.68,1
Pl,SBPSmc,6,D,19.01,2
Pl,SBPSmc,6,E,17.42,1
Pl,SBPSmk,2,B,15.78,1
Pl,SBPSmk,3,B,19.55,1
Pl,SBPSmk,4,B,20.2,1
Pl,SBPSmk,5,B,19.02,1
Pl,SBPSmk,5,C,19.165,2
Pl,SBPSmk,5,D,21.6075,4
Pl,SBPSxc,1,B,12.3833333333333,3
Pl,SBPSxc,1,C,16.92,1
Pl,SBPSxc,2,C,12.2,2
Pl,SBPSxc,3,B,10.7866666666667,3
Pl,SBPSxc,4,B,12.54,2
Pl,SBPSxc,5,D,14.05,2
Pl,SBPSxc,6,C,19.19,1
Pl,SBSdh1,2,A,11.12,1
Pl,SBSdh1,2,B,14.63,1
Pl,SBSdh1,4,C,16.84,1
Pl,SBSdk,1,A,11.74,1
Pl,SBSdk,1,B,19.96,3
Pl,SBSdk,1,,21,1
Pl,SBSdk,2,A,14.1,1
Pl,SBSdk,2,C,18.5525,4
Pl,SBSdk,3,B,20.41,4
Pl,SBSdk,3,a,21.29,1
Pl,SBSdk,4,B,15.49,1
Pl,SBSdk,4,C,22.765,2
Pl,SBSdk,4,D,16.98,1
Pl,SBSdk,5,C,22.91,1
Pl,SBSdk,5,E,23.535,2
Pl,SBSdk,6,B,16.115,2
Pl,SBSdk,6,C,18.085,2
Pl,SBSdk,6,D,18.0133333333333,3
Pl,SBSdk,6,E,23.99,3
Pl,SBSdk,7,B,12.935,2
Pl,SBSdk,7,C,17.255,4
Pl,SBSdw1,1,B,17.02,1
Pl,SBSdw1,2,B,23.88,1
Pl,SBSdw1,2,C,23.8,1
Pl,SBSdw1,3,B,22.7575,4
Pl,SBSdw1,3,D,20.78,1
Pl,SBSdw1,5,C,19.69,4
Pl,SBSdw2,1,B,10.11,1
Pl,SBSdw2,2,C,16.74,2
Pl,SBSdw2,3,B,20.4033333333333,3
Pl,SBSdw2,5,D,20.5,1
Pl,SBSdw2,6,D,21.3,1
Pl,SBSdw2,7,B,16.27,1
Pl,SBSdw3,3,B,18.1533333333333,3
Pl,SBSdw3,3,C,18.675,2
Pl,SBSdw3,6,D,22.49,1
Pl,SBSmc1,4,C,18,1
Pl,SBSmc2,1,A,17.96,2
Pl,SBSmc2,1,B,13.49,3
Pl,SBSmc2,2,B,14.195,2
Pl,SBSmc2,2,C,17.97,1
Pl,SBSmc2,3,B,17.03,2
Pl,SBSmc2,3,C,18.81,3
Pl,SBSmc2,4,B,13.4825,4
Pl,SBSmc2,5,B,15.575,2
Pl,SBSmc2,5,C,17.595,4
Pl,SBSmc2,5,E,18.65,1
Pl,SBSmc2,5,,19.255,2
Pl,SBSmc2,6,A,18.94,1
Pl,SBSmc2,6,C,16.48,3
Pl,SBSmc2,6,E,21.75,1
Pl,SBSmc2,7,B,9.16666666666667,3
Pl,SBSmc2,7,C,14.6775,4
Pl,SBSmc2,7,D,19.5833333333333,3
Pl,SBSmc2,7,E,21.2,1
Pl,SBSmc3,1,B,16.755,2
Pl,SBSmc3,2,A,12.66,1
Pl,SBSmc3,2,C,14.52,1
Pl,SBSmc3,3,C,18.4833333333333,3
Pl,SBSmc3,5,C,19.5666666666667,3
Pl,SBSmc3,5,D,18.0966666666667,3
Pl,SBSmk1,2,C,23.31,1
Pl,SBSmk1,3,C,18.9233333333333,3
Pl,SBSmk1,4,B,16.535,2
Pl,SBSmk1,4,D,19.805,2
Pl,SBSmk1,5,B,17.73,3
Pl,SBSmk1,5,E,23.93,1
Pl,SBSmk1,6,D,22.84,1
Pl,SBSmk1,6,E,22.56,1
Pl,SBSmk2,3,C,20.26,1
Pl,SBSmk2,4,C,24.41,1
Pl,SBSmw,1,C,23.13,1
Pl,SBSmw,2,C,22.77,1
Pl,SBSmw,3,B,16.06,1
Pl,SBSmw,3,C,20,3
Pl,SBSmw,4,D,22.41,1
Pl,SBSmw,5,D,22.885,2
Pl,SBSwk1,1,A,18.78,3
Pl,SBSwk1,1,B,16.8233333333333,3
Pl,SBSwk1,2,B,20.2133333333333,3
Pl,SBSwk1,3,B,20.1225,4
Pl,SBSwk1,3,C,21.5466666666667,3
Pl,SBSwk1,5,C,23.5666666666667,3
Pl,SBSwk1,5,D,17.73,1
Pl,SBSwk2,3,B,20.185,2
Pl,SBSwk2,3,C,23.0766666666667,3
Pl,SBSwk2,4,C,25.52,1
Pl,SBSwk2,4,D,21.595,2
Pl,SBSwk3,1,B,18.345,2
Pl,SBSwk3,4,D,22.31,1
Pl,SBSwk3,4,,18.7275,4
Pl,SBSwk3,5,B,13.745,2
Pl,SBSwk3,5,C,16.815,4
Pl,SBSwk3,5,D,20.835,2
Pl,SBSwk3,6,B,14.48,1
Pl,SBSwk3,6,C,14.1,3
Pl,SBSwk3,6,,15.175,2
Pl,SBSwk3,7,D,18.85,1
Pw,ESSFdc2,2,B,24.41,1
Pw,ICHdw1,4,C,27.81,2
Pw,ICHmw4,3,C,25.69,1
Pw,ICHmw4,4,C,25.2,1
Pw,ICHmw5,3,C,27.39,1
Pw,ICHwk1,3,C,28.88,1
Pw,MSmw1,3,B,22.76,1
Py,BGxh1,3,C,10.21,1
Py,BGxh2,3,C,11.23,3
Py,BGxw1,4,C,13.9,1
Py,ESSFdc2,4,B,9.86,1
Py,ESSFwm3,5,D,13.03,1
Py,ICHdm,2,B,15.61,1
Py,ICHdm,3,C,10.55,1
Py,ICHdm,4,C,15.96,1
Py,ICHdm,5,C,14.49,1
Py,ICHdw1,4,C,19.87,1
Py,ICHdw1,4,D,23.23,1
Py,ICHxw,2,D,18.01,1
Py,IDFdk2,2,B,20.31,1
Py,IDFdk2,2,C,14.71,1
Py,IDFdk3,3,C,18.72,1
Py,IDFdk3,4,D,12.04,1
Py,IDFdm1,1,C,11.09,1
Py,IDFdm1,2,C,16.975,2
Py,IDFdm1,2,D,18.2,1
Py,IDFdm1,3,C,14.03,1
Py,IDFdm1,3,D,18.44,1
Py,IDFdm1,5,C,18.49,1
Py,IDFdm1,5,D,23.73,1
Py,IDFdm2,2,C,14.39,2
Py,IDFdm2,3,C,13.41,1
Py,IDFdm2,3,D,10.46,1
Py,IDFdm2,4,C,15.97,1
Py,IDFdm2,4,D,14.16,1
Py,IDFdm2,5,D,19.2,1
Py,IDFmw1,2,C,14.02,1
Py,IDFmw1,4,C,20.17,1
Py,IDFxh1,0,B,9.07,1
Py,IDFxh1,1,C,12.16,1
Py,IDFxh1,2,B,15.435,2
Py,IDFxh1,2,C,13.1833333333333,3
Py,IDFxh1,2,D,16.59,1
Py,IDFxh1,3,B,19.25,1
Py,IDFxh1,3,C,17.5933333333333,3
Py,IDFxh1,3,D,21.17,1
Py,IDFxh1,3-,B,16.1,1
Py,IDFxh1,4,B,19.37,1
Py,IDFxh1,4,C,18.9875,4
Py,IDFxh1,4,D,15.155,2
Py,IDFxh1,4+,B+,14.27,1
Py,IDFxh1,5,D,21.74,3
Py,IDFxh2,1,B,7.87,1
Py,IDFxh2,2,B,11.2325,4
Py,IDFxh2,2,C,13.09,2
Py,IDFxh2,3,B,11.6,1
Py,IDFxh2,3,C,9.43,3
Py,IDFxh2,3,D,18,1
Py,IDFxh2,5,D,18.15,1
Py,IDFxw,2,D,14.61,1
Py,IDFxw,3,C,13.0633333333333,3
Py,IDFxw,4,D,17.45,2
Py,IDFxx2,2,C,9.14,1
Py,IDFxx2,3,C,10.62,1
Py,IDFxx2,3,D,11.4,1
Py,IDFxx2,4,C,12.3766666666667,3
Py,MSmw1,3,B,11.97,1
Py,MSmw1,3,C,7.91,1
Py,MSxk2,5,D,19.26,1
Py,PPxh1,1,B,12.5,1
Py,PPxh1,1,C,11.44,1
Py,PPxh1,3,B,8.68,1
Py,PPxh1,4,B,16.49,1
Py,PPxh2,1,C,8.57,1
Py,PPxh2,2,C,11.6366666666667,3
Py,PPxh2,3,C,10.1466666666667,3
Py,PPxh2,3,D,15.6,1
Py,PPxh2,4,C,10.56,3
Py,PPxh3,3,D,15.27,1
Py,PPxh3,4,D,16.77,1
SX,ICHmk3,5,D,19.78,1
SX,SBSdw1,4,C,21.81,1
Sb,BWBSdk,4,B,10.85,3
Sb,BWBSdk,6,A,5.92333333333333,3
Sb,BWBSdk,6,B,8.46,3
Sb,BWBSdk,6,C,11.1333333333333,3
Sb,BWBSmk,3,B,12.3433333333333,3
Sb,BWBSmk,4,C,14.605,4
Sb,BWBSmk,5,A,7.28333333333333,3
Sb,BWBSmk,6,C,11.3066666666667,3
Sb,BWBSmw,5,B,10.6833333333333,3
Sb,BWBSmw,5,C,10.9,2
Sb,BWBSmw,7,C,6.83333333333333,3
Sb,BWBSwk1,2,A,9.11,3
Sb,BWBSwk1,5,D,7.92333333333333,3
Sb,BWBSwk1,6,C,7.64333333333333,3
Sb,BWBSwk1,7,D,6.965,2
Sb,BWBSwk3,4,B,7.69,3
Sb,BWBSwk3,5,B,6.31,3
Sb,BWBSwk3,6,A,8.79666666666667,3
Sb,BWBSwk3,7,B,8.64,3
Sb,SBPSdc,7,C,14.43,1
Sb,SBPSdc,7,D,13.64,1
Sb,SBPSdc,8,C,10.78,1
Sb,SBSdk,2,A,7.61,3
Sb,SBSdk,4,D,11.1666666666667,3
Sb,SBSdw1,5,D,11.0166666666667,3
Sb,SBSdw3,3,C,19.77,1
Sb,SBSdw3,3,D,11.21,3
Sb,SBSdw3,4,C,14.63,1
Sb,SBSdw3,6,B,10.1866666666667,3
Sb,SBSdw3,7,C,7.06,3
Sb,SBSmc2,5,C,8.18,1
Sb,SBSmk1,4,C,12.4433333333333,3
Sb,SBSmk1,5,C,10.445,2
Sb,SBSmk1,6,B,12.6,3
Sb,SBSwk3,3,B,15.38,1
Sb,SBSwk3,4,B,13.77,2
Sb,SBSwk3,4,C,8.72,1
Sb,SBSwk3,4,,7.37,1
Sb,SBSwk3,5,B,12.44,1
Sb,SBSwk3,6,,15.38,1
Se,ESSFdc1,2,B,15.805,2
Se,ESSFdc1,3,B,13.915,2
Se,ESSFdc1,3,C,20.215,2
Se,ESSFdc1,4,D,16.77,1
Se,ESSFdc1,7,C,8.71,1
Se,ESSFdc2,1,A,10.48,1
Se,ESSFdc2,2,B,15.395,2
Se,ESSFdc2,2,C,16.085,2
Se,ESSFdc2,3,C,10.6275,4
Se,ESSFdc2,4,B,16.88,1
Se,ESSFdc2,5,B,14.75,2
Se,ESSFdc2,5,D,18.5675,4
Se,ESSFdc2,6,A,6.89,1
Se,ESSFdc2,6,C,14.3,2
Se,ESSFdc2,6,D,11.79,1
Se,ESSFdk2,2,B,16.99,1
Se,ESSFdk2,3,B,12.04,1
Se,ESSFdk2,3,C,17.49,2
Se,ESSFdk2,3,D,10.9575,4
Se,ESSFdk2,4,D,18.3666666666667,3
Se,ESSFdk2,5,C,15.94,1
Se,ESSFdk2,5,D,17.38,1
Se,ESSFdk2,6,D,20.4,1
Se,ESSFdv2,4,C,6.33,1
Se,ESSFdv2,5,C,9.3,1
Se,ESSFmc,6,D,13.36,1
Se,ESSFmh,1,B,20.46,1
Se,ESSFmh,3,B,14.49,1
Se,ESSFmh,3,C,13.27,2
Se,ESSFmh,5,D,21.5,2
Se,ESSFmh,6,D,11.88,1
Se,ESSFmw1,1,C,11.73,1
Se,ESSFmw1,2,B,17.46,3
Se,ESSFmw1,2,C,15.8033333333333,3
Se,ESSFmw1,3,C,11.4566666666667,3
Se,ESSFmw1,4,C,14.865,2
Se,ESSFmw1,5,C,19.605,2
Se,ESSFmw1,5,E,13.48,1
Se,ESSFmw1,6,D,16.68,1
Se,ESSFwc2,3,E,15.71,1
Se,ESSFwc2,5,D,17.43,1
Se,ESSFwc3,2,B,17.87,1
Se,ESSFwc3,2,C,21.04,2
Se,ESSFwc3,3,C,16.92,1
Se,ESSFwc3,4,C,17.79,2
Se,ESSFwc3,5,C,23.51,1
Se,ESSFwc3,6,C,21.13,1
Se,ESSFwc3,6,D,23.09,1
Se,ESSFwc4,2,C,23.42,1
Se,ESSFwc4,3,C,22.99,1
Se,ESSFwc4,4,B,19.55,1
Se,ESSFwc4,4,C,12.925,2
Se,ESSFwc4,4,D,15.98,1
Se,ESSFwh1,3,C,18.0233333333333,3
Se,ESSFwh1,4,C,19.3166666666667,3
Se,ESSFwh1,4,D,19.64,1
Se,ESSFwh1,5,D,27.32,1
Se,ESSFwh2,4,C,21.945,2
Se,ESSFwh2,5,D,21.475,2
Se,ESSFwh3,3,C,21.68,2
Se,ESSFwh3,4,C,17.6533333333333,3
Se,ESSFwk1,2,B,13.47,1
Se,ESSFwk1,3,C,21.99,2
Se,ESSFwk1,3,D,19.81,1
Se,ESSFwk1,4,C,21.19,1
Se,ESSFwk1,5,C,22.86,3
Se,ESSFwk1,6,C,22.99,1
Se,ESSFwk2,4,C,18.8,1
Se,ESSFwk2,5,C,25.13,1
Se,ESSFwk2,5,D,17.68,1
Se,ESSFwk2,5,E,18.74,1
Se,ESSFwm2,5,D,18.74,1
Se,ESSFwm3,3,C,7.46,1
Se,ESSFwm4,3,B,26.51,1
Se,ESSFwm4,4,C,15.31,1
Se,ESSFwm4,5,D,24.6,1
Se,ESSFwv,5,D,18.97,1
Se,ESSFwv,7,D,13.69,2
Se,ESSFxc,3,C,17.47,1
Se,ESSFxc,6,B,13.19,1
Se,ESSFxc1,3,C,11.86,1
Se,ESSFxc1,4,B,8.03,1
Se,ESSFxc1,4,C,17.96,4
Se,ESSFxc1,4,D,12.06,1
Se,ESSFxc1,5,A,15.73,1
Se,ESSFxc1,5,D,17.625,2
Se,ESSFxc1,5+,B,13.61,1
Se,ESSFxc1,7,E,11.7,1
Se,ESSFxc2,3,B,16.92,1
Se,ESSFxc2,4,C,15.5575,4
Se,ESSFxc2,5,C,12.985,2
Se,ESSFxc3,4,B,8.41,1
Se,ESSFxv1,4,C,8.17,1
Se,ESSFxv2,4,B,19.55,1
Se,ICHdm,3,C,20.42,1
Se,ICHdm,5,D,26.14,1
Se,ICHdw1,4,C,21.19,1
Se,ICHmc1,2,B,16.99,1
Se,ICHmc1,3,C,16.94,2
Se,ICHmk1,5,C,18.52,2
Se,ICHmk5,3,C,12.57,1
Se,ICHmm,5,D,14.78,1
Se,ICHmw1,3,C,18.63,2
Se,ICHmw2,2,B,21.21,1
Se,ICHmw2,5,C,22.17,1
Se,ICHmw2,5,D,21.69,1
Se,ICHmw3,3,C,21.7,3
Se,ICHmw3,4,,23.29,1
Se,ICHmw5,3,C,24.5133333333333,3
Se,ICHmw5,4,B,19.02,1
Se,ICHmw5,4,C,17.8,2
Se,ICHmw5,6,D,16.51,1
Se,ICHwk1,3,C,18.65,2
Se,IDFdk2,3,C,21.24,2
Se,IDFdk2,5,D,25.13,1
Se,MSdk,3,D,14.67,1
Se,MSdk,4,D,12.115,2
Se,MSdm1,3,C,17.19,2
Se,MSdm1,5,C,14.5,1
Se,MSdm1,6,C,10.79,1
Se,MSdm2,2,C,7.46,1
Se,MSdm2,6,C,15.25,1
Se,MSmw1,2,B,24.05,1
Se,MSmw1,3,B,17.605,2
Se,MSmw1,3,C,18.65,1
Se,MSmw1,4,C,16.505,2
Se,MSxk1,4,C,9.74,1
Se,MSxv,3,B,15.31,1
Se,SBSwk2,4,C,21.32,1
Se,SBSwk2,4,D,21.14,1
Ss,CWHvh2,2,B,15.54,1
Ss,CWHvh2,2,D,28.16,1
