Species,BGC,MoistureRegime,NutrientRegime,si50,numbersites
Ss,CWHvh2,3,B,35.27,4
Ss,CWHvh2,3,E,34.78,1
Ss,CWHvh2,4,B,26.62,1
Ss,CWHvh2,4,E,31.19,1
Ss,CWHvh2,5,B,27.47,1
Ss,CWHvh2,6,D,30.5433333333333,3
Ss,CWHvh2,6,E,37.32,1
Ss,CWHvh2,7,C,27.1,1
Ss,CWHvm1,3,B,22.78,1
Ss,CWHvm1,3,D,35.8866666666667,3
Ss,CWHvm1,3,E,31.18,1
Ss,CWHvm1,4,E,34.4033333333333,3
Ss,CWHvm1,6,B,14.42,1
Ss,CWHvm1,6,C,38.36,1
Ss,CWHvm1,6,E,41.01,1
Ss,CWHvm1,7,C,26.1,4
Ss,CWHvm1,7,D,25.25,2
Ss,CWHwh1,5,D,33.82,1
Ss,CWHwm,3,C,17.9566666666667,3
Ss,CWHwm,4,D,32.16,2
Ss,CWHws2,3,C,30.38,1
Ss,CWHws2,4,C,24.91,1
Ss,CWHws2,4,D,31.76,2
Ss,ESSFmv4,4,C,30.38,1
Ss,ICHmc2,3,D,24.94,1
Sw,BWBSmk,3,C,15.845,2
Sw,BWBSmk,5,B,14.23,1
Sw,BWBSmk,5,C,19.7425,4
Sw,BWBSmw,1,B,15.66,1
Sw,BWBSmw,2,B,20.39,1
Sw,BWBSmw,3,B,16.745,2
Sw,BWBSmw,4,B,15.74,2
Sw,BWBSmw,4,D,19.485,2
Sw,BWBSwk1,4,D,19.46,1
Sw,BWBSwk2,4,C,22.05,1
Sw,ESSFmc,7,D,13.75,1
Sw,ESSFmm1,4,C,22.88,1
Sw,ESSFmm1,5,C,21.9,1
Sw,SBSdh1,3,C,21.59,1
Sw,SBSdk,4,C,22.2,2
Sw,SBSdw3,3,C,15.5233333333333,3
Sw,SBSdw3,5,C,23.725,2
Sw,SBSdw3,5,D,22.49,2
Sw,SBSmc3,5,B,17.05,1
Sw,SBSmk1,4,C,17.87,2
Sw,SBSmk1,4,D,22.65,1
Sw,SBSmk1,6,D,18.02,1
Sw,SBSmk2,3,C,17.015,2
Sw,SBSmk2,4,D,22.25,1
Sw,SBSmk2,5,C,18.97,1
Sw,SBSvk,4,C,20.56,1
Sw,SBSvk,4,D,20.39,1
Sw,SBSwk1,3,B,15.32,1
Sw,SBSwk1,4,C,24.47,2
Sw,SBSwk1,5,C,26.1,1
Sw,SBSwk2,4,D,23.045,2
Sw,SBSwk2,4,,26.19,1
Sw,SBSwk2,6,D,16.08,1
Sw,SBSwk3,3,C,16.72,1
Sw,SBSwk3,5,C,15.53,1
Sx,CWHvh2,6,D,28.92,1
Sx,CWHwh1,6,D,27.47,1
Sx,CWHws1,2,B,22.72,1
Sx,CWHws1,2,C,23.67,1
Sx,CWHws1,3,B,18.155,2
Sx,CWHws1,3,D,27.47,1
Sx,CWHws1,4,B,23.39,1
Sx,CWHws1,4,C,26.4675,4
Sx,CWHws1,4,D,25.9133333333333,3
Sx,CWHws1,6,D,26.27,3
Sx,CWHws1,7,C,22.6766666666667,3
Sx,CWHws1,7,D,25.535,2
Sx,CWHws1,7,E,17.13,2
Sx,CWHws2,0,B,9.31,1
Sx,CWHws2,3,B,29.21,1
Sx,CWHws2,3,C,33.04,1
Sx,CWHws2,4,B,30.47,1
Sx,CWHws2,4,C,30.945,2
Sx,CWHws2,4,D,29.44,2
Sx,CWHws2,7,D,18.91,1
Sx,ESSFdc1,3,C,23.95,2
Sx,ESSFdc1,5,C,25.81,1
Sx,ESSFdc1,5,D,20.96,1
Sx,ESSFdc2,2,B,23.345,2
Sx,ESSFdc2,2,C,23.91,1
Sx,ESSFdc2,3,B,20.635,2
Sx,ESSFdc2,3,C,27.25,3
Sx,ESSFdc2,4,B,27.14,1
Sx,ESSFdc2,4,C,15.8075,4
Sx,ESSFdc2,5,C,20.07,1
Sx,ESSFdc2,6,C,18.6,1
Sx,ESSFdk1,2,C,21.39,1
Sx,ESSFdk1,3,B,22.175,2
Sx,ESSFdk1,3,C,22.155,4
Sx,ESSFdk1,4,D,26.5,1
Sx,ESSFdk1,5,C,18.425,2
Sx,ESSFdk1,5,D,22.9666666666667,3
Sx,ESSFdk2,3,,19.7,1
Sx,ESSFdk2,4,C,15.88,1
Sx,ESSFmc,0,A,16.02,1
Sx,ESSFmc,1,A,12.355,2
Sx,ESSFmc,4,B,10.24,1
Sx,ESSFmc,4,E,11.07,1
Sx,ESSFmc,6,D,17.44,4
Sx,ESSFmc,7,B,9.24,3
Sx,ESSFmc,7,E,20.825,2
Sx,ESSFmh,2,B,22.56,2
Sx,ESSFmh,2,C,22.865,2
Sx,ESSFmh,3,B,21.34,1
Sx,ESSFmh,4,B,15.81,1
Sx,ESSFmh,4,D,25.48,1
Sx,ESSFmh,5,C,21.83,1
Sx,ESSFmh,5,D,20.8625,4
Sx,ESSFmm1,2,C,20.43,1
Sx,ESSFmv4,5,B,10.76,1
Sx,ESSFmw1,2,B,26.13,2
Sx,ESSFmw1,2,C,20.845,2
Sx,ESSFmw1,3,B,21.6,4
Sx,ESSFmw1,3,D,26.965,2
Sx,ESSFmw1,4,D,25.18,1
Sx,ESSFmw1,5,C,23.4366666666667,3
Sx,ESSFmw1,5,D,22.78,1
Sx,ESSFvc,5,D,23.08,1
Sx,ESSFvc,6,C,18.04,1
Sx,ESSFwc3,4,C,24.36,2
Sx,ESSFwc4,3,B,13.42,2
Sx,ESSFwc4,3,C,16.315,2
Sx,ESSFwc4,5,D,21.34,1
Sx,ESSFwh1,3,B,14.445,2
Sx,ESSFwh1,3,C,20.94,1
Sx,ESSFwh1,3,D,22.04,1
Sx,ESSFwh1,4,D,14.77,2
Sx,ESSFwh2,3,C,20.94,1
Sx,ESSFwh2,3-2,C,20.4,1
Sx,ESSFwh2,4,C,21.13,1
Sx,ESSFwh2,5,D,18.35,1
Sx,ESSFwh3,2,B,11.6,1
Sx,ESSFwh3,4,B,19.91,1
Sx,ESSFwh3,4,C,22.53,1
Sx,ESSFwh3,5,C,24.34,3
Sx,ESSFwh3,5,D,23.5033333333333,3
Sx,ESSFwk1,2,B,9.41,1
Sx,ESSFwk1,3,C,20.84,1
Sx,ESSFwk1,4,B,22.56,1
Sx,ESSFwk1,4,C,17.37,4
Sx,ESSFwk2,4,C,13.04,1
Sx,ESSFwm1,2,B,24.15,1
Sx,ESSFwm1,2,C,15.54,3
Sx,ESSFwm1,3,B,16.91,2
Sx,ESSFwm1,3,C,20.62,3
Sx,ESSFwm1,4,B,21.39,1
Sx,ESSFwm1,4,C,19.01,3
Sx,ESSFwm1,4,D,19.85,3
Sx,ESSFwm1,5,C,22.5433333333333,3
Sx,ESSFwm3,2,C,21.59,1
Sx,ESSFwm3,3,B,20,1
Sx,ESSFwm3,3,C,19.555,2
Sx,ESSFwm3,3,D,11.27,1
Sx,ESSFwm3,4,B,26.99,1
Sx,ESSFwm3,4,C,21.8275,4
Sx,ESSFwm3,5,C,20.76,1
Sx,ESSFwm3,5,D,18.49,2
Sx,ESSFwm4,3,B,16.98,4
Sx,ESSFwm4,3,C,20.2366666666667,3
Sx,ESSFwm4,4,C,18.3066666666667,3
Sx,ESSFwm4,5,D,17.14,2
Sx,ESSFwv,5,C,19.38,1
Sx,ESSFxc1,1,B,18.69,1
Sx,ESSFxc2,1,C,28.72,1
Sx,ESSFxc2,4,C,24.15,1
Sx,ESSFxc2,5,D,24.615,2
Sx,ESSFxv2,4,C,15.02,1
Sx,ESSFxv2,5,D,19.5666666666667,3
Sx,ICHdk,3,B,24.86,1
Sx,ICHdk,3,C,21.6,3
Sx,ICHdk,5,C,24.04,1
Sx,ICHdm,3,B,15.155,2
Sx,ICHdm,3,C,25.67,1
Sx,ICHdm,4,B,14.785,2
Sx,ICHdm,5,C,19.63,2
Sx,ICHdw1,3,B,13.375,2
Sx,ICHdw1,3,C,19.5475,4
Sx,ICHdw1,4,B,19.4633333333333,3
Sx,ICHdw1,5,D,21.74,1
Sx,ICHdw4,3,C,30.41,1
Sx,ICHmc1,2,B,19.21,2
Sx,ICHmc1,3,C,22.01,1
Sx,ICHmc1,5,C,29.28,1
Sx,ICHmc1,5,E,19.84,1
Sx,ICHmc1,6,D,25.335,2
Sx,ICHmc2,0,B,20.93,1
Sx,ICHmc2,1,B,13.65,2
Sx,ICHmc2,2,B,17.3233333333333,3
Sx,ICHmc2,2,C,20.89,2
Sx,ICHmc2,6,E,23.45,4
Sx,ICHmc2,7,D,28.685,2
Sx,ICHmc2,7,E,23.22,1
Sx,ICHmk1,2,B,18.32,1
Sx,ICHmk1,3,C,22.075,2
Sx,ICHmk1,4,C,21.7875,4
Sx,ICHmk1,4,D,21.44,1
Sx,ICHmk1,5,C,21.83,1
Sx,ICHmk1,5,D,22.695,2
Sx,ICHmk2,4,B,15.79,1
Sx,ICHmk2,5,C+,16.52,1
Sx,ICHmk2,6,C,17.42,1
Sx,ICHmk3,1,B,19.36,1
Sx,ICHmk3,1,C,21.74,1
Sx,ICHmk3,2,B,17.97,1
Sx,ICHmk3,3,C,22.235,2
Sx,ICHmk3,4,D,18.9466666666667,3
Sx,ICHmk3,5,B,21.43,1
Sx,ICHmk3,6,D,27.28,1
Sx,ICHmk4,2,D,10.56,1
Sx,ICHmk4,3,B,21.64,1
Sx,ICHmk4,4,D,24.11,1
Sx,ICHmk4,5,C,17.9833333333333,3
Sx,ICHmk4,5,D,17.355,4
Sx,ICHmk5,3-4,C,13.32,1
Sx,ICHmk5,4,B,22.58,1
Sx,ICHmk5,4,C,20.335,2
Sx,ICHmk5,5,D,22.305,4
Sx,ICHmm,2,B,21.645,2
Sx,ICHmm,3,C,22.71,3
Sx,ICHmw1,4,D,21.04,2
Sx,ICHmw2,2,B,11.62,1
Sx,ICHmw2,2,C,17.04,3
Sx,ICHmw2,3,B,15.215,2
Sx,ICHmw2,4,B,16.4233333333333,3
Sx,ICHmw2,5,C,10.65,2
Sx,ICHmw2,5,D,14.06,2
Sx,ICHmw3,5,D,25.17,1
Sx,ICHmw4,2,C,23.4,1
Sx,ICHmw4,3,B,21.88,1
Sx,ICHmw4,3,C,20.115,4
Sx,ICHmw4,4,B,22.2,1
Sx,ICHmw5,3,B,21.4725,4
Sx,ICHmw5,4,B,23.31,3
Sx,ICHmw5,4,D,22.5,1
Sx,ICHmw5,5,C,25.055,2
Sx,ICHmw5,5,D,22.795,2
Sx,ICHvc,3,B,23.93,1
Sx,ICHvc,3,C,23.8066666666667,3
Sx,ICHvc,4,D,27.14,1
Sx,ICHvc,5,D,24.7333333333333,3
Sx,ICHvk2,5,C,25.06,1
Sx,ICHvk2,5,D,23.27,1
Sx,ICHwk1,4,C,26.58,2
Sx,ICHwk2,2,B,26.36,1
Sx,ICHwk2,4,B,16.86,1
Sx,ICHwk2,4,D,22.86,2
Sx,ICHwk2,6,E,19.71,1
Sx,ICHwk3,1,B,15.93,1
Sx,ICHwk3,2,B,10.28,1
Sx,ICHwk3,2,C,19.8,2
Sx,ICHwk3,3,B,17.55,1
Sx,ICHwk3,3,D,14.23,1
Sx,ICHwk3,4,D,21.47,2
Sx,ICHwk3,5,B,14.59,1
Sx,ICHwk3,5,C,21.685,4
Sx,ICHwk3,5,D,20.6875,4
Sx,ICHwk3,6,D,11.71,1
Sx,ICHwk3,6,E,16.89,1
Sx,ICHwk4,2,B,22.0733333333333,3
Sx,ICHwk4,2,C,25.88,1
Sx,ICHwk4,3,B,23.9225,4
Sx,ICHwk4,4,D,24.89,1
Sx,IDFdk1,2,B,18.035,2
Sx,IDFdk1,2,C,15.37,1
Sx,IDFdk1,3,C,21.66,4
Sx,IDFdk1,4,B,19.945,2
Sx,IDFdk1,5,B,26.23,1
Sx,IDFdk1,5,C,20.4966666666667,3
Sx,IDFdk1,5,D,21.17,4
Sx,IDFdk1,5,E,19.265,2
Sx,IDFdk1,6,D,19.51,1
Sx,IDFdk1,6,E,20.15,1
Sx,IDFdk2,3,C,22.865,2
Sx,IDFdk2,4,B,14.82,1
Sx,IDFdk2,4,D,25.67,1
Sx,IDFdk2,4-,B,21.02,1
Sx,IDFdk2,5,B,17.65,2
Sx,IDFdk2,5,C,16.03,4
Sx,IDFdk2,5,D,18.86,2
Sx,IDFdk2,6,D,22.98,1
Sx,IDFdk2,6,E,38.63,1
Sx,IDFdk2,7,C,20.86,1
Sx,IDFdk2,7,D,17.89,1
Sx,IDFdk3,4,D,22.69,1
Sx,IDFdk4,6,C,19.66,1
Sx,IDFdk4,6,E,18.86,1
Sx,IDFdk5,5-4,C,19.67,1
Sx,IDFdm1,3,B,23.1,1
Sx,IDFdm1,4,C,15.36,1
Sx,IDFdm1,4,D,24.43,1
Sx,IDFdm2,2,C,19.4,2
Sx,IDFdm2,2,D,19.305,2
Sx,IDFdm2,3,B,24.275,2
Sx,IDFdm2,3,D,19.31,1
Sx,IDFdm2,4,C,21.065,2
Sx,IDFdm2,5,D,21.59,1
Sx,IDFmw1,3,C,24.17,1
Sx,IDFmw1,4,C,13.19,1
Sx,IDFmw1,4,D,20.31,1
Sx,IDFxh1,5,C,16.61,1
Sx,IDFxh1,5,D,23.4,1
Sx,IDFxh1,5-,C,18.51,1
Sx,IDFxh1,7,D,14.82,1
Sx,IDFxh2,5,C,23,1
Sx,IDFxh2,5,E,22.5166666666667,3
Sx,IDFxh2,6,D,13.06,1
Sx,IDFxm,3,C,18.84,1
Sx,IDFxm,5,C,19.75,2
Sx,IDFxm,5,D,19.86,2
Sx,IDFxm,6,D,16.7033333333333,3
Sx,MSdc1,4,D,19.26,1
Sx,MSdc2,4,C,13.635,2
Sx,MSdc2,4,D,18.905,2
Sx,MSdc2,5,D,16.91,1
Sx,MSdk,2,B,31.8,1
Sx,MSdk,5,C,19.49,2
Sx,MSdm1,3,B,14.46,3
Sx,MSdm1,4,B,15.86,1
Sx,MSdm1,4,D,14.435,2
Sx,MSdm1,5,B,22.32,1
Sx,MSdm1,6,C,15.475,2
Sx,MSdm1,6,D,20.6866666666667,3
Sx,MSdm1,6,E,12.28,1
Sx,MSdm2,2,B,15.78,1
Sx,MSdm2,2,C,24.88,1
Sx,MSdm2,2,D,21.39,1
Sx,MSdm2,3,C,21.3166666666667,3
Sx,MSdm2,4,B,10.945,2
Sx,MSdm2,4,D,20.06,1
Sx,MSdm2,4-,B,10.63,1
Sx,MSdm2,5,C,19.025,2
Sx,MSdm2,5+,E,7.6,1
Sx,MSdm2,6,C,19.59,2
Sx,MSdm2,6,D,15.425,2
Sx,MSdm2,6,E,22.54,1
Sx,MSdv,3,C,15.97,2
Sx,MSdv,4,C,16.555,4
Sx,MSdv,5,B,8.14,1
Sx,MSdv,5,D,15.36,1
Sx,MSdv,7,C,11.09,2
Sx,MSdw,2,D,18.09,3
Sx,MSdw,3,B,21.075,2
Sx,MSdw,3,C,17.3775,4
Sx,MSdw,4,B,23.41,1
Sx,MSdw,4,C,22.5575,4
Sx,MSdw,4,D,17.98,1
Sx,MSdw,5,C,20.27,2
Sx,MSdw,5,D,19.785,2
Sx,MSmw1,2,B,21.04,1
Sx,MSmw1,3,C,17.775,2
Sx,MSmw1,5,C,19.445,2
Sx,MSmw1,5,D,20.355,4
Sx,MSxk1,2,B,20.41,2
Sx,MSxk1,3,C,20.39,1
Sx,MSxk1,4,D,21.33,1
Sx,MSxk1,5,C,21.375,4
Sx,MSxk1,5,D,19.6533333333333,3
Sx,MSxk1,5,E,22.97,1
Sx,MSxk1,5+,C,12.04,1
Sx,MSxk1,6,C,16.14,1
Sx,MSxk1,7,B,21.95,1
Sx,MSxk2,3,C,23.31,1
Sx,MSxk2,4+,B,12.59,1
Sx,MSxk2,5,C,23.93,4
Sx,MSxk2,5,D,18.36,1
Sx,MSxk2,6,D,10.37,1
Sx,MSxv,1,C,20.05,1
Sx,MSxv,3,C,19.61,2
Sx,MSxv,4,B,13.63,3
Sx,MSxv,5,B,17.69,2
Sx,MSxv,5,E,17.48,1
Sx,MSxv,6,C,14.6666666666667,3
Sx,MSxv,6,D,13.705,2
Sx,MSxv,6,E,15.395,2
Sx,SBPSdc,2,C,19.08,1
Sx,SBPSdc,3,C,13.25,1
Sx,SBPSdc,4,B,18.51,1
Sx,SBPSdc,6,C,20.4,1
Sx,SBPSdc,6,D,17.3133333333333,3
Sx,SBPSdc,7,C,16.14,3
Sx,SBPSdc,7,D,18.84,3
Sx,SBPSdc,8,C,15.96,1
Sx,SBPSmc,3,B,19.38,1
Sx,SBPSmc,3,C,21.35,1
Sx,SBPSmc,4,B,15.46,2
Sx,SBPSmc,4,C,18.7466666666667,3
Sx,SBPSmc,5,B,9.97,1
Sx,SBPSmc,5,C,11.14,1
Sx,SBPSmc,5,D,14.7266666666667,3
Sx,SBPSmc,5,E,11.97,1
Sx,SBPSmc,6,D,17.25,2
Sx,SBPSmc,6,E,16.3,1
Sx,SBPSmk,2,C,19.585,2
Sx,SBPSmk,3,B,15.95,1
Sx,SBPSmk,4,B,19.91,1
Sx,SBPSmk,5,B,21.09,1
Sx,SBPSmk,5,D,23.86,4
Sx,SBPSmk,6,E,25.72,1
Sx,SBPSmk,7,B,13.44,1
Sx,SBPSmk,7,C,10.365,2
Sx,SBPSmk,7,D,18.56,1
Sx,SBPSxc,4,D,16.93,1
Sx,SBPSxc,5,E,17.775,2
Sx,SBPSxc,6,C,16.155,2
Sx,SBPSxc,6,D,19.105,2
Sx,SBSdk,1,A,12.8066666666667,3
Sx,SBSdk,2,B,17.65,1
Sx,SBSdk,2,C,15.6266666666667,3
Sx,SBSdk,2,D,15.93,1
Sx,SBSdk,3,A,11.74,1
Sx,SBSdk,4,C,19.3,2
Sx,SBSdk,5,C,26.96,1
Sx,SBSdk,5,E,25.0666666666667,3
Sx,SBSdk,6,C,16.08,3
Sx,SBSdk,6,D,19.21,4
Sx,SBSdk,6,E,24.345,2
Sx,SBSdk,7,B,6.98,1
Sx,SBSdk,7,C,11.065,2
Sx,SBSdk,7,D,16.25,3
Sx,SBSdw1,2,B,21.4,1
Sx,SBSdw1,3,C,15.3033333333333,3
Sx,SBSdw1,5,C,18.57,3
Sx,SBSdw1,5,D,21.17,2
Sx,SBSdw1,6,C,15.18,1
Sx,SBSdw1,6,D,19.845,2
Sx,SBSdw2,2,C,23.94,1
Sx,SBSdw2,3,B,21.135,2
Sx,SBSdw2,3,D,19.2,1
Sx,SBSdw2,4,D,17.63,1
Sx,SBSdw2,5,C,19.8525,4
Sx,SBSdw2,5,D,17.5066666666667,3
Sx,SBSdw2,6,C,14.44,2
Sx,SBSdw2,6,D,23.2133333333333,3
Sx,SBSdw2,6,E,21.51,2
Sx,SBSdw2,7,B,16.75,1
Sx,SBSdw3,3,B,18.0775,4
Sx,SBSdw3,3,C,16.095,4
Sx,SBSdw3,4,B,18.93,1
Sx,SBSdw3,5,B,16.54,3
Sx,SBSmc1,4,C,17.12,1
Sx,SBSmc1,5,C,16.395,2
Sx,SBSmc2,1,B,22.84,1
Sx,SBSmc2,3,B,16.675,2
Sx,SBSmc2,3,C,20.2,1
Sx,SBSmc2,4,A,16.57,1
Sx,SBSmc2,4,B,13.85,4
Sx,SBSmc2,4,,18.9775,4
Sx,SBSmc2,5,A,17.34,2
Sx,SBSmc2,5,E,22.0833333333333,3
Sx,SBSmc2,5,,17.86,1
Sx,SBSmc2,6,E,20.405,2
Sx,SBSmc2,7,C,13.37,4
Sx,SBSmc2,7,D,18.83,3
Sx,SBSmc3,4,B,19.225,2
Sx,SBSmc3,5,C,20.415,4
Sx,SBSmc3,5,D,18.7333333333333,3
Sx,SBSmh,4,D,24.57,1
Sx,SBSmh,5,C,24.16,1
Sx,SBSmh,5,D,23.85,1
Sx,SBSmk1,2,A,12.6733333333333,3
Sx,SBSmk1,3,B,21.63,2
Sx,SBSmk1,4,D,20.58,1
Sx,SBSmk1,5,B,12.5366666666667,3
Sx,SBSmk1,6,C,21.06,3
Sx,SBSmk1,6,D,16.15,2
Sx,SBSmk1,7,B,20.55,1
Sx,SBSmk1,7,C,16,1
Sx,SBSmm,5,C+,24.94,1
Sx,SBSmw,1,B,15.81,1
Sx,SBSmw,1,C,20.51,1
Sx,SBSmw,2,A,23.83,1
Sx,SBSmw,2,B,12.7433333333333,3
Sx,SBSmw,2,C,19.5275,4
Sx,SBSmw,3,B,14.16,1
Sx,SBSmw,3,C,19.26,4
Sx,SBSmw,4,B,22.5,3
Sx,SBSmw,4,D,18.9,1
Sx,SBSmw,6,C,20.86,1
Sx,SBSmw,6,E,24.84,1
Sx,SBSvk,3,B,20.7925,4
Sx,SBSvk,3,C,20.9075,4
Sx,SBSvk,5,C,22.97,1
Sx,SBSwk1,1,B,19.46,1
Sx,SBSwk1,2,B,17.1066666666667,3
Sx,SBSwk1,2,C,20.0033333333333,3
Sx,SBSwk1,3,B,21.34,4
Sx,SBSwk1,5,B,21.44,4
Sx,SBSwk1,5,D,22.84,1
Sx,SBSwk1,5,E,22.42,1
Sx,SBSwk1,6,B,11.85,1
Sx,SBSwk1,6,C,18.21,1
Sx,SBSwk1,6,D,19.495,4
Sx,SBSwk1,6,E,23.2975,4
Sx,SBSwk3,1,B,7.63,1
Sx,SBSwk3,2,C,20.265,4
Sx,SBSwk3,3,C,17.5725,4
Sx,SBSwk3,4,D,19.74,2
Sx,SBSwk3,4,,17.51,3
Sx,SBSwk3,5,B,14.1666666666667,3
Sx,SBSwk3,5,C,19.4975,4
Sx,SBSwk3,6,B,15.8666666666667,3
Sx,SBSwk3,6,C,12.59,4
Sx,SBSwk3,6,D,22.275,2
Sx,SBSwk3,6,E,16.19,1
Sx,SBSwk3,6,,12.78,1
Sx,SBSwk3,7,D,21.43,1
Sxs,CWHws2,3,D,39.88,1
Yc,CWHvm2,6,C,22.4,1
sw,BWBSmw,5,D,25.5,1
